,timestamp,open,high,low,close,volume,wap,barCount,trd_prd
0,2024-07-05,0.38308362,0.39049702,0.37147936,0.37225721,1,0.39,0,2024.07
1,2024-07-08,0.36803459,0.39135424,0.36803459,0.38260739,1,0.391,0,2024.07
2,2024-07-09,0.38327412,0.38529018,0.3766862,0.37732118,1,0.385,0,2024.07
3,2024-07-10,0.37838477,0.38678238,0.37838477,0.38298838,1,0.387,0,2024.07
4,2024-07-11,0.38348049,0.39286232,0.37767042,0.3837821,1,0.393,0,2024.07
5,2024-07-12,0.38582991,0.38749674,0.37590835,0.38044846,1,0.387,0,2024.07
6,2024-07-15,0.37403515,0.40537143,0.37403515,0.39133837,1,0.405,0,2024.07
7,2024-07-16,0.39186223,0.39324331,0.38767136,0.39227496,1,0.393,0,2024.07
8,2024-07-17,0.39179873,0.43065952,0.39179873,0.42573843,1,0.431,0,2024.07
9,2024-07-18,0.42597654,0.44105733,0.41532475,0.42756399,1,0.441,0,2024.07
10,2024-07-19,0.43254859,0.43994611,0.41732494,0.42499232,1,0.44,0,2024.07
11,2024-07-22,0.41567399,0.4258813,0.4079431,0.4089432,1,0.426,0,2024.07
12,2024-07-23,0.41224509,0.41224509,0.39794216,0.40711763,1,0.412,0,2024.07
13,2024-07-24,0.40833997,0.42665915,0.40833997,0.42550031,1,0.427,0,2024.07
14,2024-07-25,0.43059603,0.44594667,0.42086495,0.43069127,1,0.446,0,2024.07
15,2024-07-26,0.43751731,0.43751731,0.42234128,0.42638928,1,0.438,0,2024.07
16,2024-07-29,0.42157931,0.43432654,0.42121419,0.42565905,1,0.434,0,2024.07
17,2024-07-30,0.42704014,0.44321626,0.42169043,0.43608861,1,0.443,0,2024.07
18,2024-07-31,0.43548537,0.43548537,0.40184729,0.4090067,1,0.435,0,2024.07
19,2024-08-01,0.41032428,0.44934382,0.39495776,0.44391474,1,0.449,0,2024.08
20,2024-08-02,0.4396445,0.4396445,0.34866769,0.36287538,1,0.44,0,2024.08
21,2024-08-05,0.35396978,0.51636599,0.35396978,0.42065858,1,0.516,0,2024.08
22,2024-08-06,0.41857902,0.41857902,0.31856962,0.33249157,1,0.419,0,2024.08
23,2024-08-07,0.34242901,0.34242901,0.29774227,0.33271381,1,0.342,0,2024.08
24,2024-08-08,0.33926998,0.33926998,0.29880586,0.30336185,1,0.339,0,2024.08
25,2024-08-09,0.30564777,0.30658437,0.2853284,0.28648724,1,0.307,0,2024.08
26,2024-08-12,0.29020188,0.29718666,0.27937546,0.28897954,1,0.297,0,2024.08
27,2024-08-13,0.2895669,0.2895669,0.26861255,0.27099372,1,0.29,0,2024.08
28,2024-08-14,0.27183507,0.27397813,0.26299297,0.26577101,1,0.274,0,2024.08
29,2024-08-15,0.26648536,0.26648536,0.24832493,0.25278566,1,0.266,0,2024.08
30,2024-08-16,0.25584944,0.25759564,0.24365782,0.24381657,1,0.258,0,2024.08
31,2024-08-19,0.24800744,0.25348414,0.23678416,0.237816,1,0.253,0,2024.08
