,timestamp,open,high,low,close,volume,wap,barCount,trd_prd
0,2024-09-03 09:30:00,417.95,419.88,415.34,418.21,1424921,417.812,5964,2024.09
1,2024-09-03 10:00:00,418.15,418.5,413.05,413.4,1447443,415.936,8586,2024.09
2,2024-09-03 11:00:00,413.5,414.11,411.51,411.6,858323,413.137,5007,2024.09
3,2024-09-03 12:00:00,411.63,413.21,410.88,411.21,679437,411.793,3962,2024.09
4,2024-09-03 13:00:00,411.22,412.03,410.85,410.97,515289,411.314,3150,2024.09
5,2024-09-03 14:00:00,411.01,411.1,408.89,410.04,881529,409.845,5575,2024.09
6,2024-09-03 15:00:00,410.02,410.57,407.03,409.54,2043482,409.039,13812,2024.09
7,2024-09-04 09:30:00,405.79,407.89,404.37,406.89,1458839,406.066,6448,2024.09
8,2024-09-04 10:00:00,406.87,410.6,404.6,410.56,1619449,407.801,10220,2024.09
9,2024-09-04 11:00:00,410.56,411.24,408.64,409.5,903766,409.903,5653,2024.09
10,2024-09-04 12:00:00,409.48,410.74,408.66,409.41,909719,409.518,5703,2024.09
11,2024-09-04 13:00:00,409.32,409.35,407.98,408.8,599648,408.673,3285,2024.09
12,2024-09-04 14:00:00,408.78,409.69,408.46,408.93,540335,409.052,3361,2024.09
13,2024-09-04 15:00:00,408.92,410.92,408.33,408.8,1302124,409.44,8370,2024.09
14,2024-09-05 09:30:00,407.62,413.09,407.62,411.45,1154349,410.1,6004,2024.09
15,2024-09-05 10:00:00,411.43,413.1,409.31,409.43,1274113,411.593,8106,2024.09
16,2024-09-05 11:00:00,409.44,410.06,406.84,407.05,909681,408.24,5961,2024.09
17,2024-09-05 12:00:00,406.98,407.75,406.13,407.05,668674,407.074,4600,2024.09
18,2024-09-05 13:00:00,407.02,409.19,406.24,409.19,627470,407.354,4331,2024.09
19,2024-09-05 14:00:00,409.23,409.42,407.71,407.82,601964,408.59,3807,2024.09
20,2024-09-05 15:00:00,407.81,408.65,406.29,408.4,1415355,407.647,8730,2024.09
21,2024-09-06 09:30:00,409.49,410.65,407.2,407.57,1003328,408.972,5401,2024.09
22,2024-09-06 10:00:00,407.56,408.42,401.98,402.7,1399364,405.063,7949,2024.09
23,2024-09-06 11:00:00,402.65,405.23,401.69,401.7,1159871,402.933,6721,2024.09
24,2024-09-06 12:00:00,401.74,403.04,401.46,402.49,944878,402.103,5146,2024.09
25,2024-09-06 13:00:00,402.48,403.9,401.1,401.69,454752,402.569,2719,2024.09
26,2024-09-06 14:00:00,401.67,401.84,400.8,401.38,770643,401.245,3913,2024.09
27,2024-09-06 15:00:00,401.35,402.66,400.99,401.74,1742206,401.826,10590,2024.09
28,2024-09-09 09:30:00,407.12,408.65,405.7,406.8,1567786,407.306,7522,2024.09
29,2024-09-09 10:00:00,406.76,406.82,402.3,402.31,1205871,404.293,6591,2024.09
30,2024-09-09 11:00:00,402.36,404.62,402.15,404.59,791662,403.236,4538,2024.09
31,2024-09-09 12:00:00,404.62,405.95,404.4,404.9,693325,405.157,3454,2024.09
32,2024-09-09 13:00:00,404.93,405.6,403.99,404.09,660349,404.944,3412,2024.09
33,2024-09-09 14:00:00,404.09,404.18,402.97,403.45,596215,403.512,3391,2024.09
34,2024-09-09 15:00:00,403.41,405.91,402.83,405.72,1861778,404.064,8648,2024.09
35,2024-09-10 09:30:00,408.03,415.35,407.71,414.27,1866950,412.399,9558,2024.09
36,2024-09-10 10:00:00,414.28,416.33,412.3,412.74,1726553,414.433,9311,2024.09
37,2024-09-10 11:00:00,412.69,414.07,409.58,409.71,841660,412.329,5110,2024.09
38,2024-09-10 12:00:00,409.68,411.34,408.8,410.62,697296,409.776,4308,2024.09
39,2024-09-10 13:00:00,410.6,412.57,410.43,412.04,734652,411.865,4322,2024.09
40,2024-09-10 14:00:00,412.05,412.82,411.83,412.28,816701,412.379,4805,2024.09
41,2024-09-10 15:00:00,412.26,414.74,411.85,414.23,2037589,413.228,13719,2024.09
42,2024-09-11 09:30:00,415.5,417.01,414.25,415.27,1266260,415.298,7016,2024.09
43,2024-09-11 10:00:00,415.31,415.35,409.74,410.38,1125073,412.046,7276,2024.09
44,2024-09-11 11:00:00,410.31,414.0,409.58,413.79,839861,411.933,5562,2024.09
45,2024-09-11 12:00:00,413.81,416.56,413.65,415.95,693459,415.461,4432,2024.09
46,2024-09-11 13:00:00,416.0,419.49,415.85,418.42,1027113,417.656,5552,2024.09
47,2024-09-11 14:00:00,418.42,421.01,418.17,420.65,929774,419.728,6059,2024.09
48,2024-09-11 15:00:00,420.62,423.99,420.17,422.94,2260168,422.114,15032,2024.09
49,2024-09-12 09:30:00,423.58,424.01,420.14,421.07,1315137,422.033,7343,2024.09
50,2024-09-12 10:00:00,421.06,423.0,420.0,420.24,1317716,421.435,8376,2024.09
51,2024-09-12 11:00:00,420.21,421.87,419.75,420.02,901302,420.661,5228,2024.09
52,2024-09-12 12:00:00,420.0,422.97,419.8,422.75,661542,421.061,3741,2024.09
53,2024-09-12 13:00:00,422.75,425.98,422.5,425.98,1140911,424.285,6133,2024.09
54,2024-09-12 14:00:00,425.96,427.37,424.26,426.38,1066868,426.443,6506,2024.09
55,2024-09-12 15:00:00,426.38,427.16,425.4,427.09,1645734,426.413,11172,2024.09
56,2024-09-13 09:30:00,425.79,428.76,425.46,426.9,985973,427.027,5349,2024.09
57,2024-09-13 10:00:00,426.92,429.0,426.35,428.57,1069486,427.803,6608,2024.09
58,2024-09-13 11:00:00,428.6,429.18,428.11,429.05,735058,428.795,4493,2024.09
59,2024-09-13 12:00:00,428.98,430.3,428.08,430.28,753682,429.089,4231,2024.09
60,2024-09-13 13:00:00,430.28,431.83,430.16,431.21,849753,430.973,4543,2024.09
61,2024-09-13 14:00:00,431.23,431.44,429.68,430.29,641249,430.59,3886,2024.09
62,2024-09-13 15:00:00,430.27,431.22,429.95,430.57,1208125,430.8,7728,2024.09
63,2024-09-16 09:30:00,430.59,433.53,428.22,432.15,1437890,431.317,7737,2024.09
64,2024-09-16 10:00:00,431.98,432.64,429.44,429.79,1297517,430.839,8574,2024.09
65,2024-09-16 11:00:00,429.81,431.86,428.92,430.0,1173637,430.316,7755,2024.09
66,2024-09-16 12:00:00,430.02,430.11,428.82,429.81,674610,429.59,4345,2024.09
67,2024-09-16 13:00:00,429.79,431.71,429.34,431.63,502548,430.305,3270,2024.09
68,2024-09-16 14:00:00,431.62,431.65,430.05,430.7,463919,430.885,2723,2024.09
69,2024-09-16 15:00:00,430.68,431.62,430.27,431.44,886779,431.099,6227,2024.09
70,2024-09-17 09:30:00,440.23,441.85,436.81,439.11,2752918,439.742,14581,2024.09
71,2024-09-17 10:00:00,439.2,440.23,436.33,436.9,1809306,438.253,11609,2024.09
72,2024-09-17 11:00:00,436.94,437.47,434.63,435.98,1355027,435.809,7952,2024.09
73,2024-09-17 12:00:00,436.0,436.15,432.27,433.65,1159491,433.905,5711,2024.09
74,2024-09-17 13:00:00,433.69,435.4,433.15,435.3,867209,434.426,4543,2024.09
75,2024-09-17 14:00:00,435.29,435.65,434.12,434.71,539347,435.112,3441,2024.09
76,2024-09-17 15:00:00,434.69,435.22,434.06,435.16,1276765,434.732,9046,2024.09
77,2024-09-18 09:30:00,434.99,435.78,431.57,432.47,1155209,433.213,5618,2024.09
